,Location,Year,Avg_MinTemp,Avg_MaxTemp,Avg_Rainfall,Avg_Evaporation,Avg_Sunshine,Avg_WindSpeed,RainyDays_Percent,HeavyRain_Percent,Rainfall_std,Avg_TempRange,TempRange_std
199,Mildura,2017,12.091477272727273,26.961363636363636,0.5920454545454545,6.328461538461539,8.209166666666667,33.36,0.14204545454545456,0.005681818181818182,2.984712346643776,14.869886363636363,4.713415745190845
200,Moree,2009,12.893150684931507,27.55890410958904,1.4767123287671233,6.9791780821917815,8.999178082191781,40.33791208791209,0.16712328767123288,0.024657534246575342,6.147887168292119,14.665753424657535,4.204001860409947
201,Moree,2010,12.836712328767122,25.396164383561644,1.7868493150684932,5.39171270718232,7.521369863013699,37.46742209631728,0.2821917808219178,0.021917808219178082,4.969383426474515,12.55945205479452,4.261545368724875
202,Moree,2011,12.437650602409638,25.951051051051053,2.3462235649546828,6.367092651757189,8.749174917491748,38.9483282674772,0.24024024024024024,0.03003003003003003,9.065212023370172,13.493072289156625,3.9749723312286607
203,Moree,2012,11.092,25.516615384615385,1.70375,6.326470588235295,9.081694915254237,37.96166134185304,0.1753846153846154,0.021538461538461538,8.245510890373023,14.424615384615384,4.444133001908414
204,Moree,2013,11.938670694864047,27.24380664652568,1.3750759878419452,7.163076923076923,9.52391304347826,39.6625386996904,0.14803625377643503,0.015105740181268883,6.762467172973903,15.305135951661631,4.246717544846085
205,Moree,2014,13.501273885350317,28.025159235668788,1.0054794520547945,11.56283185840708,9.670918367346939,41.88424437299035,0.14968152866242038,0.01592356687898089,4.221167096831176,14.523885350318471,3.882191198021494
206,Moree,2015,12.948474576271186,27.292203389830508,1.6847583643122677,11.667005076142132,9.143037974683544,40.96917808219178,0.20677966101694914,0.01694915254237288,6.518237191101137,14.34372881355932,3.4579917780544425
207,Moree,2016,13.076790830945558,26.80457142857143,1.4441860465116279,9.809859154929578,10.159183673469387,40.43302180685358,0.22285714285714286,0.025714285714285714,4.632842691643979,13.712893982808023,4.4859397127629945
208,Moree,2017,15.716477272727273,29.667613636363637,1.5102272727272728,,,41.69318181818182,0.1875,0.028409090909090908,6.5796142270366715,13.951136363636364,3.1187724441583677
209,MountGambier,2008,10.587096774193547,20.361290322580647,3.819354838709677,4.5,7.264516129032257,45.61290322580645,0.45161290322580644,0.03225806451612903,14.182181763392135,9.774193548387096,4.827212290196449
210,MountGambier,2009,8.884383561643837,19.99342465753425,2.174246575342466,3.4608219178082194,6.970410958904109,43.451790633608816,0.5150684931506849,0.0136986301369863,4.882047714237184,11.109041095890412,5.582709808260821
211,MountGambier,2010,8.493150684931507,19.34931506849315,2.2224657534246575,3.0608219178082194,6.316438356164384,41.52472527472528,0.5561643835616439,0.010958904109589041,4.79271877372502,10.856164383561644,5.165922422801012
212,MountGambier,2011,8.938507462686568,19.295223880597014,2.359402985074627,3.0948170731707316,6.3528700906344415,41.18318318318318,0.5164179104477612,0.026865671641791045,6.7490180879508745,10.356716417910448,4.800150443020288
213,MountGambier,2012,8.51044776119403,19.601492537313433,1.8059701492537314,3.5291291291291293,6.549244712990937,43.7969696969697,0.573134328358209,0.005970149253731343,3.6517521262978176,11.091044776119404,5.165214470081681
